"","mz","rt","GD_020_NIST_RPN_RRHD_B1.mzML","GD_021_NIST_RPN_RRHD_B1.mzML","GD_024_NIST_RPN_RRHD_B1.mzML","GD_026_NIST_RPN_RRHD_B1.mzML","GD_028_NIST_RPN_RRHD_B1.mzML"
"group","mz","rt","nist","nist","nist","nist","nist"
"M526.2931T492.1","526.2930853805","492.133087158203","205051.820508224","201098.873624038","202760.300542596","311688.244260336","202947.097852169"
"M527.2128T287.7","527.212818134835","287.694564819336","40160.7982047529","43788.629052338","43224.8415406471","38834.207311518","42617.4986481578"
"M527.2966T492.7","527.296594344419","492.739013671875","103614.77686375","63113.4165612119","96302.2247857177","62575.1934557417","63006.8728899142"
"M527.4303T623.2","527.430316318847","623.164855957031","61051.3678614074","57544.8517812666","60150.0747325855","58535.3214735658","59145.4169956816"
"M528.2629T287.7","528.26289598378","287.694732666016","164812.707860621","174436.145386487","163455.335715821","168099.247613955","169243.727049189"
"M528.2862T456.9","528.286154085857","456.947387695312","125822.029395704","147178.555559047","127723.798246608","126360.634155834","146658.476707534"
"M528.3093T515.2","528.309263034386","515.18403124998","81252.3252104731","97875.9363609327","91119.7757513426","78758.5249077716","82739.9021522502"
"M528.3554T506.1","528.355448406533","506.085144042969","41607.142516407","41625.0075839845","39798.739741535","41419.5839080287","40993.8059500665"
"M529.2046T411.5","529.204619982944","411.450256347656","34093.9552264499","33317.0652108535","33190.7401600074","35317.9044920487","33776.6121574585"
"M529.4256T663.2","529.425563318853","663.203125","442292.232421481","700028.240133848","665050.606277487","661671.72183665","693134.391733495"
"M532.2887T335","532.288707316204","335.016510009766","16368.7377413407","15652.9295195601","15031.023655549","16240.7595354667","17280.9431437081"
"M533.2915T597.7","533.291527327691","597.685668945312","135908.442546242","138311.748984641","114506.389292609","112981.226290955","134336.760199035"
"M533.4563T682","533.456328404754","682.009094238281","212115.995372287","273808.165139238","262485.480317188","268282.238423422","281045.594870733"
"M534.2498T350.8","534.249767292887","350.788238525391","65584.2777779626","63590.4830954612","68115.5880611772","66435.1404484049","65157.17500165"
"M535.3995T547.9","535.399450746502","547.94200000002","136385.227196437","135611.331088251","132443.605395113","147712.867431641","131046.303486814"
"M536.3186T428.4","536.318609830221","428.43499999998","6629.93963157069","8525.66691894537","7066.74665474562","5964.58390125576","8602.15904636402"
"M537.3275T330.2","537.327525184564","330.165405273438","14036.8403404872","13993.1328799754","14194.0978837225","14548.0960703488","13565.9584692801"
"M538.2675T537.6","538.267486874132","537.629943847656","6077.84983431166","6497.45034501477","6355.56441366283","6987.07044089275","6845.28699514465"
"M539.2491T272.5","539.249100664592","272.497161865234","139783.189135902","132883.366088924","107708.024566652","137184.870100925","138489.392089018"
"M540.263T394.5","540.262957492014","394.464996337891","70312.4525351176","69194.6826336309","69687.5787877099","69253.1961562101","68574.5500441844"
"M541.2647T263.4","541.264740970357","263.388519287109","135677.351659539","145655.902249205","149565.211803738","143294.242146719","142948.385532049"
"M542.3366T517","542.336606822227","517.003967285156","142751.148079949","144267.28632755","132109.281412258","138245.173223752","138919.657297642"
"M543.3452T564.9","543.345187320155","564.926940917969","138010.006840327","132883.049080643","121969.788873096","125447.755977325","131376.707366308"
"M544.265T479.4","544.265020507984","479.394006225586","123377.252454271","115037.818210175","103174.947067514","56377.9022688405","115834.897848069"
"M544.3174T509.1","544.317416422905","509.1181640625","55283.5516758079","54733.0544028695","52480.3813990293","45116.5823015095","56888.4058307231"
"M545.4201T607.4","545.420103154827","607.391418457031","155525.400269532","156792.435841526","189557.75770932","147304.347687567","153925.290447928"
"M547.3215T687.5","547.321482486252","687.467498779297","102220.118656678","99108.0692142587","89118.2669954377","92793.7174513548","41420.5436838742"
"M548.2963T537.6","548.296253281034","537.629943847656","97852.1261167166","95767.1084098506","93852.9679170409","95239.2396643065","95313.3454798126"
"M549.4516T685","549.451623691611","685.040222167969","158254.518026464","152389.578047181","150004.85206604","153334.014070989","155529.38399371"
"M550.2818T598.3","550.281750891776","598.29100000002","16821.797205542","14697.3451176115","13480.4779539316","13646.616617906","16823.3673131683"
"M550.3508T518.2","550.350796843437","518.218017578125","128827.402274675","123733.781542639","120214.925107516","122366.772677732","122045.239762748"
"M552.3297T478.8","552.329663665197","478.786834716797","159537.449980757","167561.819359309","179005.102846426","175526.392680078","185666.38867901"
"M553.3697T517","553.369677526931","517.00403125002","190963.032395044","190465.304310018","185661.708207969","185558.220235624","188528.914467334"
"M554.2426T291.9","554.242573095589","291.945404052734","15541.0696980941","12434.1590302101","13803.1589280238","11637.446510305","13601.8823298692"
"M554.3012T472.1","554.301206692935","472.114898681641","468290.053033919","492818.330140957","447282.132682802","451060.431278654","470520.86074234"
"M555.349T509.1","555.348953709431","509.1181640625","466985.932283911","458738.104817504","439869.813284984","449559.333166993","453791.611200217"
"M555.4593T654.1","555.459268363313","654.103666259756","182999.14063974","189084.180879342","164659.511832261","181559.944443636","175672.8903051"
"M556.3248T455.1","556.324797913496","455.127258300781","231639.08222662","230493.870936015","203983.838272973","198653.97717717","227609.034497424"
"M556.3257T359.3","556.325739273368","359.279632568359","306632.711910623","293546.845240323","280788.734105691","314647.933099866","293778.275965522"
"M557.3029T471.5","557.3028513973","471.507936767588","40806.9437543572","40798.981479581","43259.6632723563","37246.0030114077","40083.167676154"
"M559.3182T500","559.318191658806","500.019653320312","55230.2173957602","65675.9941446684","60120.9898424592","41175.4436364158","64882.3094421274"
"M559.3972T580.7","559.397198276605","580.699035644531","147277.58928503","150903.309273726","145997.843644039","156509.059319053","147068.10811437"
"M561.2002T259.2","561.20019112157","259.18900000002","21245.7961403027","17736.3497879933","16553.9076630862","19105.2682984885","17686.0523141785"
"M562.2327T287.7","562.23266000815","287.694732666016","9708.06191325731","10068.6816541923","9229.86258365479","9471.6573008991","9017.6474019287"
"M563.4297T595.3","563.429723449576","595.257934570312","93656.689675858","99936.1506062945","118608.976145407","76744.2557979491","77268.2230447808"
"M563.5037T605","563.503659331181","604.964233398438","199562.487029191","205072.879218057","197908.086140724","197956.033772443","200334.005322465"
"M565.1037T295","565.103704888808","294.979064941406","16714.7721374836","18393.6800650726","18231.4835253377","17167.0293072037","17846.2707489704"
"M565.3006T332.6","565.300569601663","332.59000000002","56048.6139026941","49975.0284296148","52352.0872451695","54497.0346094035","52698.8121824153"
"M565.4461T592.2","565.446096904262","592.224548339844","290240.15163442","217487.136106055","232498.902304029","167153.410558794","234258.681255468"
"M566.2478T478.8","566.247798245855","478.787811279297","40490.3866166919","38081.0311809158","40748.7754409039","41827.1529837521","43097.5670847305"
"M568.2798T325.9","568.279831257341","325.919860839844","18010.5692911779","20097.578020438","12604.3843444764","18129.1121110708","20311.7098789664"
"M569.2723T444.8","569.272311880609","444.815673828125","100016.459220874","101923.867707539","99367.2964221961","94172.3190759391","98827.0081288291"
"M569.9662T471.5","569.966246107546","471.50732421875","10395.3581993958","8268.9379606671","10121.8857576973","10819.6716768799","11416.5979597786"
"M571.288T476.4","571.28795552199","476.360778808594","75399.3744395761","72638.5374001896","72788.9520112208","70127.1488221027","62858.7243477058"
"M571.4355T660.8","571.435514539004","660.776123046875","104067.652499171","113278.671582371","98398.9781407047","113378.228132825","82127.0198734136"
"M573.452T629.8","573.451987078888","629.83447265625","946944.278710129","960617.941350989","915652.083189917","924742.286430468","953477.544743695"
"M575.4654T586.2","575.465416760468","586.159301757812","132051.448827315","124377.637815195","134211.856330248","124577.150991942","128098.420007519"
"M576.2854T451.5","576.285356748254","451.48999999998","21061.6678867854","23217.9205689428","20982.9430598674","10779.3049299107","19310.6320214721"
"M577.3735T615.9","577.373481055757","615.88300000002","118711.890052515","118607.438819531","115344.885603463","118098.582526679","113388.689079712"
"M580.3166T492.7","580.316608247071","492.739013671875","42691.4562428284","31278.4152445766","31269.9212248416","29053.9796932219","40790.1684674551"
"M580.3611T520","580.361113673232","520.037048339844","91408.2757618322","88377.0826391753","85489.4357172764","90203.3259948709","84671.8140254301"
"M580.4948T703.8","580.494775785052","703.84600000002","146430.315133792","135599.904315616","136809.632693597","123564.245428781","136777.927043738"
"M581.2411T335","581.24110810838","335.016052246094","43215.8549306849","42080.7256858897","36294.3461660386","33821.0231690189","39675.9203351004"
"M581.4541T687.5","581.454121348868","687.467834472656","140404.872792843","141692.776069997","133998.790540676","139095.825454309","151062.081236279"
"M582.3771T553.4","582.377122692597","553.400939941406","130609.46856368","131001.866243992","126117.308611131","130593.4165537","127281.796736818"
"M582.4582T687.5","582.458239234044","687.467895507812","26397.0465265272","53443.2252346102","47933.7402532331","50226.6465206704","53777.8276084413"
"M582.5095T721.4","582.509533632531","721.43800000002","303156.765649401","297969.674883398","280105.160420751","273675.576605682","295841.4794471"
"M583.2556T281.6","583.255596257657","281.616607666016","58178.4689303311","54130.197831391","59546.203578682","54661.3562943806","57080.1484494107"
"M583.2556T381.7","583.255557087257","381.725991333008","67090.8556087647","65787.301765571","66660.0504141163","69563.9796382422","73842.4625660415"
"M584.3551T399.3","584.355095540564","399.317993164062","57187.3016190256","52674.1563613635","57496.4051635627","56599.7221595214","57114.6653719509"
"M585.3514T531.6","585.351365492827","531.56299999998","142320.126837076","135098.534498623","128839.7596119","131038.038159907","133315.387153194"
"M587.371T557.6","587.371046700292","557.64794921875","91785.1841912438","97379.2887389527","88925.8742108628","92709.7677829055","91206.0327241417"
"M588.2521T480.6","588.252096897796","480.607849121094","24655.6990084192","25347.3432453369","21832.2121180115","23759.2550437839","23227.5391558115"
"M589.2318T227.3","589.231821839596","227.310516357422","40871.7026765176","40576.5488641572","38506.9018660126","39332.2894719849","39633.2464223129"
"M591.3386T474.5","591.338633058037","474.540855224619","50856.6993340583","52610.6898607514","50567.1994881009","53265.1984139359","54289.2275737931"
"M592.2499T478.2","592.249928217445","478.180786132812","76488.7696459962","72185.6410963326","71685.5467804701","64554.0359015523","70975.9938869078"
"M592.4654T589.2","592.46543394102","589.191955566406","268298.203173603","261142.944565504","256596.851504376","263842.069648589","297282.489618158"
"M593.4774T679.6","593.477436566507","679.581665039062","461763.154312842","452849.17079206","452175.305886502","451157.380135685","456392.017700786"
"M597.3034T489.1","597.303449634519","489.10000000002","264556.541632537","258500.340978749","259680.711793803","260745.976175298","252905.944441397"
"M600.2842T261.6","600.284170686942","261.570617675781","75982.5080967821","80064.7139873497","79235.6469887118","78375.8129910716","78961.7914523341"
"M605.3191T474.5","605.319076391232","474.540603637695","23707.5352333703","21581.2718942082","21256.5233876064","22205.4308621846","23051.6018299571"
"M606.3019T456.9","606.301919671921","456.948120117188","379653.095917562","381357.439535065","351551.093913467","354200.062300585","400154.026242593"
"M607.3471T389","607.347142932716","389.004928588867","19394.9664595164","17114.8679648131","17534.2985361222","19843.8239179794","16350.8034135386"
"M607.3842T635.3","607.384198036996","635.298","25333.6121445361","24605.6448978862","21678.113663965","23226.1106536899","24278.7370139802"
"M608.3174T489.7","608.317369697195","489.707061767578","879670.774341257","877984.103071654","887772.4047808","886053.623653747","866091.324631964"
"M608.3419T364.1","608.341895966418","364.134","25652.3216879883","28039.8231395435","27077.4246509156","23980.5647264435","27925.7339783865"
"M609.3119T348.4","609.311893347451","348.3623046875","66654.7252775026","68179.7917892362","69414.4942939547","63100.0113162043","69825.6196095575"
"M613.3582T328.3","613.358230486506","328.343994140625","69909.26306034","70701.3624393712","69748.5976135887","65798.0952069625","71417.7365729812"
"M613.5027T607.4","613.502741564542","607.39000000002","51375.7159848632","52217.1599964509","48914.6434115844","47093.5202902108","69784.0851177341"
"M614.3469T484.2","614.346928618881","484.246948242188","139043.028736214","141815.71623621","144692.774078064","141287.077379373","146798.233007942"
"M615.349T497","615.3490482391","496.986053466797","53306.7042435458","48061.9741650128","47126.8779190798","46465.8049790823","49399.644301908"
"M616.2836T538.2","616.283626256718","538.235961914062","36230.9944504897","35424.6125707843","31274.9871092488","34180.1807170026","34449.9591315126"
"M616.2941T472.1","616.294136566329","472.11494934081","71202.4124234745","59674.6920136844","60382.937753024","64649.4649828472","63752.3743979924"
"M616.338T345.3","616.338024909464","345.329895019531","41273.85171439","43065.1588835821","43837.3781895405","44470.8542608456","41448.4881734618"
"M616.3612T509.1","616.361217955891","509.1181640625","201191.729721946","197475.896059963","196425.749338604","195981.963184414","204976.352827948"
"M618.3101T500.6","618.3100712343","500.626388549805","66178.8282556787","51413.9622185305","59423.2391663069","53535.4760710015","53987.7445513054"
"M620.3422T370.2","620.342191519285","370.199768066406","7528.24477384607","8745.60345109269","10018.6570975515","8794.04362078152","10591.331729705"
"M621.3268T401.7","621.326843648459","401.74399999998","30278.8069096656","30612.0091508238","31775.419865384","31608.685330505","30002.6861799225"
"M621.436T632.9","621.435989270635","632.871337890625","24873.0465562353","25178.7543804863","21537.7740270899","25362.2842067471","24115.5172968585"
"M622.3059T480.6","622.305900704396","480.60700000002","44226.1138682375","41863.108228109","45178.8198091832","43254.4272842813","44492.3718649415"
"M622.333T509.7","622.33299629815","509.725067138672","127773.904491766","126696.124046009","122373.221145936","124299.545952877","134248.862548608"
"M624.3379T336.8","624.337892821926","336.835998535156","148774.569556606","160214.539026438","157824.018514602","146135.165967407","144768.435640896"
"M627.3738T345.9","627.373822568919","345.93499999998","138607.526684509","140010.098558149","135512.686546875","134668.615258883","159936.225431049"
"M627.385T580.7","627.384987084599","580.699035644531","48251.7213759252","52634.2531710888","45023.7816971858","49458.1849241832","51956.083351222"
"M630.3015T450.9","630.301525460061","450.881927490234","74726.4794297287","77773.7794275433","69533.4541167775","66753.7681153241","70330.3020858765"
"M631.3966T550.4","631.396616284819","550.368","51814.3223817512","49216.9565548304","52737.1620989587","51568.6196710166","50769.3446200015"
"M634.1406T605.6","634.140623611351","605.571044921875","27109.9762465129","28999.0262027295","27204.8560027276","29173.0364705805","29170.6051693115"
"M635.3275T370.2","635.327527248631","370.2","41456.2963048604","39970.782781874","40148.1678249035","44466.1938818596","40623.7180083191"
"M637.1743T552.2","637.17432888772","552.187927246094","57534.1498686903","56441.5439519432","57893.7471895935","55385.3384797799","56144.2590267716"
"M641.3538T341.1","641.353771636365","341.082","19662.9631013713","26824.5513384456","15713.2577555571","19049.0953059448","22228.4330877307"
"M642.2569T442.4","642.256935770451","442.38799999998","20908.9898477967","21807.8605088227","25179.9956979909","23468.9216485727","26738.5789841026"
"M645.3031T476.4","645.30307918625","476.360778808594","34186.3028581404","29352.7645940933","32363.2724515607","31935.8709532309","35224.8737903169"
"M647.4281T686.3","647.428075971707","686.25400000002","64366.529242405","80803.3733142535","53376.1452811734","61704.6440978643","82938.3301934805"
"M648.2733T442.4","648.273296551055","442.388580322266","53823.7160012766","55818.8712113752","56797.2688773099","54836.366901123","53574.2088608568"
"M651.4765T605","651.47646741834","604.964233398438","35251.7642449572","35593.2367638359","31767.9622167305","27589.4585881082","30923.9631350831"
"M657.3292T371.4","657.329202708241","371.412994384766","66978.4129166791","64958.0827915594","65205.0375695801","66196.3009011768","64624.134614588"
"M659.5123T683.2","659.512272479955","683.22100000002","54301.8944878616","50477.9557115184","48028.9893507018","56928.9618041322","48329.5981858152"
"M663.3589T388.4","663.358943403192","388.39794921875","34640.1729117184","31783.9631447737","34973.9038932949","31202.0666669701","22123.462075454"
"M663.4683T583.1","663.468260998683","583.1259765625","27945.6114712829","32705.8825394317","24070.030198347","29101.7787246092","29176.017399756"
"M666.2702T500","666.270181208257","500.019653320312","106369.681230502","96526.8107042077","96910.62435668","98295.3519306995","103565.804245036"
"M666.6032T779.7","666.603228114639","779.673645019531","28204.7523814444","26078.8930120367","30994.2941176526","31799.9223973397","25146.1436764622"
"M668.2721T456.9","668.272058910575","456.94900000002","44369.9315065992","43397.7377390302","42525.9595714284","51772.9285357762","47183.297736995"
"M668.2855T532.2","668.285493885712","532.169982910156","88188.3503261892","82994.323900106","81116.8357319599","80659.7948946532","76163.435838954"
"M673.4254T686.3","673.425375482643","686.254150390625","85814.2059695074","107256.492858048","79979.7772227009","76014.4255748945","102272.300586512"
"M674.2886T456.9","674.288623791654","456.948120117188","117699.200078463","117612.510437233","113367.07365149","118824.758501546","124354.643712535"
"M675.4229T544.3","675.422907502854","544.301940917969","26099.1120482412","25936.9084904462","23892.6876962587","23827.0458225043","24915.9342280742"
"M676.3043T493.3","676.304282795407","493.34599999998","125464.067038708","128832.974966527","131228.462746075","126562.986991176","126623.345252987"
"M677.3072T493.3","677.30720812108","493.346008300781","42636.7173873505","37525.6842607033","41571.0720253675","39933.9657417535","40887.7736648443"
"M677.4239T594.7","677.423896328521","594.688995361328","55033.670216611","50387.2180623723","59868.8030531914","57433.2887403633","52337.3940528"
"M680.2105T442.4","680.210530206594","442.389434814453","26192.5652310851","27249.5602631514","26786.252768582","26634.4630893512","23128.2239677278"
"M680.6195T787","680.619459567832","786.953002929688","16452.0820213988","15494.7040066467","17130.4436033818","18062.2597637673","19599.2888055432"
"M682.591T781.5","682.590976802998","781.492889404297","25879.6792314507","26258.8562985357","22851.6638613256","24097.5897701008","25701.0902809164"
"M684.2442T456.9","684.244183799023","456.948120117188","65954.0092422782","64576.9048514788","54491.5063229175","60994.2301518386","64934.1964807959"
"M686.2595T480.6","686.259507182095","480.606781005859","157103.887774791","159293.554198185","146596.484301525","147585.206818344","150051.609720629"
"M689.486T591.6","689.485999246155","591.617919921875","49737.105727113","32270.0384270205","33320.4428020744","42432.8705221078","39199.5471803102"
"M692.6189T781.5","692.618891326488","781.49299999998","90536.1080158604","87429.0478491839","89697.3719785286","88666.6583579573","88070.8787583434"
"M694.2874T472.1","694.287412471004","472.114349365234","131412.39012903","133402.705308545","126982.082812986","131712.92019788","153770.969212835"
"M694.3064T535.8","694.306378371282","535.808959960938","24346.7757965944","25116.5393996161","22852.4655693603","22324.7075539079","25431.5476112916"
"M694.4288T520","694.428790312961","520.037048339844","89666.7535124132","88675.1496279864","91448.6772893658","89865.4640049719","85590.8331449136"
"M698.2887T451.5","698.288651864868","451.488037109375","27028.939015192","26533.7325435712","26192.1434667203","25826.1397799324","30938.6641045395"
"M698.2958T516.4","698.295823821456","516.398071289062","9774.5547125779","13763.6811402193","12003.1639961182","10267.9340698177","11392.7102304503"
"M698.5117T716","698.511676894977","715.97900390625","142379.036239936","143456.353864847","130380.801930443","139191.947762031","135147.031196928"
"M700.3043T469.1","700.304295406777","469.081176757812","253459.063451034","233197.184621559","233777.663177817","242067.45710703","244420.122613286"
"M700.5274T730.5","700.527427107951","730.538208007812","47805.3679496597","60470.7933559571","44653.190961072","44375.3297950283","54057.7067781863"
"M703.3231T500.6","703.323142102625","500.626037597656","115072.607227952","124337.68016364","119326.863998514","116619.051194889","122598.00656508"
"M704.3356T533.4","704.335592043117","533.382995605469","337911.849654359","329421.471633278","332041.190286119","334969.265619627","327884.471942661"
"M704.4412T605","704.441227507553","604.964965820312","60406.1867715819","60666.5315423186","56278.8250025848","62419.4164657441","59682.2956817916"
"M705.1615T551.6","705.161539900665","551.581909179688","39156.0140238079","35529.7925271662","37437.5114845997","34973.7816524634","32493.9595798843"
"M706.2263T457.6","706.226251924646","457.555145263672","42435.6520048503","49109.0183079647","40524.1658018374","37122.4415397747","40966.0336015423"
"M707.4885T624.4","707.488473056418","624.3779296875","32307.9855816781","39096.1050297936","32294.4567114521","35433.894866715","32487.5430610089"
"M708.3613T577.7","708.361322864944","577.666015625","41116.7202337693","42446.5022979509","40386.2307115775","40579.6084240226","41702.4601604733"
"M709.4705T636.5","709.470473384092","636.507446289062","12816.6364313702","12256.7752539408","16632.8664612336","14577.7742848063","10648.0474950491"
"M710.2434T442.4","710.243432809259","442.388580322266","18764.3417423615","22914.2561241055","20922.0681680772","22533.4112319453","19899.3195141567"
"M712.2749T500","712.274924886511","500.019073486328","216782.162717508","214659.134693559","205708.813721407","198848.691259101","202648.051739869"
"M712.491T686.9","712.490976363067","686.860900878906","38697.5704257154","36241.7728099902","35381.0990389656","35928.720003248","36509.311387013"
"M714.5067T702","714.506673453413","702.026123046875","246902.575651263","250735.024998122","233764.315254343","230668.659179956","240180.243516211"
"M715.3718T390.2","715.371821513257","390.21799999998","12987.3271750591","11486.4374940886","11045.7386686516","12148.9097293116","9286.94780884347"
"M716.5222T717.8","716.522180264694","717.798034667969","66778.1334840515","69302.2940549796","69348.6496299859","65577.6545219422","68810.7837818572"
"M718.3894T577.7","718.389357146072","577.666015625","116546.635254018","112649.379427688","105410.898592395","106411.408520195","103442.813939874"
"M722.4981T652.9","722.498067318155","652.889892578125","65843.0210220334","70114.8964111081","64854.3216587066","62813.5286791719","63597.5264155813"
"M722.5122T716","722.512167213831","715.97900390625","541900.393514247","539109.007824791","514116.850140204","514525.490482004","520006.991194541"
"M722.5411T648","722.541077373678","648.036804199219","64199.7842651293","62856.7730924338","56071.2039907311","52313.0868121944","63499.6989095835"
"M723.5209T663.2","723.520863232285","663.202087402344","90635.3133273004","89629.2355181704","85572.0542905509","82327.9300850827","87910.4826748339"
"M726.543T737.8","726.542968645827","737.817","194004.598686889","190392.371377514","182173.853606841","184632.079609597","193281.035635865"
"M728.5585T750.6","728.55854786123","750.555984619151","36868.792422338","38481.5720992434","34066.2923880246","44875.6851174169","38954.955524423"
"M729.4545T605","729.45450677002","604.964233398438","81681.6142873936","85147.3646963195","89016.2826681485","93014.5288043277","73342.0670063998"
"M731.5333T642","731.533276209989","641.97100000002","99748.5591492976","92867.3187557481","96691.4486742369","96300.0235141325","96609.1517050231"
"M732.536T642.6","732.536016759679","642.576477050781","45094.5624022879","47567.2484021979","44960.3675697323","44553.6682954453","43810.7691484039"
"M734.2576T500","734.257591776084","500.01904296875","214085.502238277","216418.336447087","197369.294111407","186635.264550308","210344.448150158"
"M734.5335T690.5","734.533518470006","690.500915527344","20272.0177805303","23428.2872254408","22635.929577659","19923.9490408365","23868.5553790904"
"M735.3232T294.4","735.323210700208","294.373016357422","25452.8773069562","24403.9728114809","22510.1081742352","24800.5353666562","25521.0869398314"
"M737.5198T657.1","737.519847982221","657.135986328125","176465.480967547","181111.113705243","184145.515356636","175045.549440008","181645.184790894"
"M738.5209T656.5","738.52092407107","656.530151367188","70290.7433672529","59150.0439954652","62543.6029384152","63109.7791930243","59430.4080941993"
"M741.5252T708.1","741.525247816043","708.09326171875","92874.610769865","90418.9119349023","88304.3423354314","88577.3861528098","87073.3559191789"
"M742.2754T456.9","742.27540353994","456.94900000002","44929.5908807263","51039.4610598065","46524.7826716366","40855.3516578296","48695.6448544044"
"M744.4254T344.1","744.42538387923","344.115875244141","165937.167243451","166007.276316376","174600.678481155","171876.108738576","159156.326382715"
"M744.562T690.5","744.562026916986","690.500915527344","302524.105637844","303552.527146819","279781.498747467","278114.640271463","295274.191229877"
"M746.4965T641.4","746.496497377767","641.3603515625","28591.9141849184","24376.5923860704","28819.749775785","31248.502967774","32633.0737893626"
"M746.5117T712.9","746.511722075188","712.94599999998","296574.387745964","291373.649962494","280311.083028131","273386.925717601","293231.225696247"
"M748.5145T661.4","748.514526183299","661.382019042969","217066.075808376","211785.186509195","205941.152963171","206768.821190494","215290.406878801"
"M750.5305T681.4","750.530509575763","681.402099609375","205617.994909377","200070.713854494","199186.941220228","191313.503961547","198006.297099362"
"M750.573T676.5","750.573020239258","676.549011230469","212283.175240173","208239.443260299","157941.281819681","160976.292615765","189837.591100707"
"M753.4497T633.5","753.449659871544","633.477355957031","74793.3074095156","80728.636847272","77526.1055422904","78114.1835596702","73841.4511484435"
"M759.4896T615.3","759.489599058436","615.278442382812","31356.8287191249","30782.8779805221","32345.8877500572","30647.8482029557","31331.2167840113"
"M759.5645T671.7","759.564477457248","671.695434570312","152543.771904228","143680.210746291","146213.772486277","146216.697003127","145196.779501525"
"M761.3361T315","761.336103698422","314.998413085938","52485.519634255","52844.9053797129","49102.7717945553","47744.2140272849","54253.1587335019"
"M761.4292T455.7","761.429245928267","455.735290527344","21362.9096021215","19946.2525683048","33429.0259278795","30745.7261018347","17765.1279989729"
"M761.5432T643.8","761.543237601405","643.791320800781","74661.9051327721","74110.6155745195","73348.965574182","72393.6744154144","72767.2041556406"
"M764.2896T500.6","764.289594383545","500.62600000002","94089.8835289176","96030.1904373698","90265.5049094394","87620.6166502583","91443.833667023"
"M764.5215T708.1","764.52154930847","708.093","243693.036389986","238995.921131693","234470.425691746","232817.956559435","244775.662895473"
"M766.5173T689.3","766.517325094224","689.287170410156","76338.0397547612","80716.3412094198","68780.8107089089","77870.8906754154","75043.0459498539"
"M769.5485T651.7","769.548463389333","651.676879882812","70110.1127718018","66367.2653316555","68786.3740069931","70734.042431164","66032.3551964962"
"M772.3224T523.7","772.322356781355","523.677001953125","81212.635167246","87914.3417770787","82561.3230084803","79916.9500680714","85585.4849495338"
"M772.5117T654.1","772.51170267066","654.102905273438","59871.0881094023","54695.0432532848","52726.1203237414","54737.7191834396","56114.8777368418"
"M774.5429T734.8","774.54286815166","734.783813476562","147163.928428368","146812.608332953","144974.134788221","144036.383767545","144567.283093615"
"M776.5574T739","776.557447585831","739.03000000002","113739.527368885","114012.137729348","110785.868572239","108202.30719807","114968.997293691"
"M777.4923T648","777.492263230525","648.03700000002","35459.3882782943","36145.3580947844","35297.0690116356","33452.0025120483","35089.4284231327"
"M780.5807T779.7","780.580727869074","779.673645019531","94052.7333660336","87751.6451483462","93762.3306069307","89629.6239647716","91265.5984686344"
"M782.2773T523.1","782.277339986917","523.070983886719","69122.4413586293","65563.9747479208","65101.8870078148","64245.304665134","66242.9323091491"
"M785.5048T625","785.504827090974","624.983520507812","83532.6482048952","84017.3020333086","81812.3398743712","78357.1075105911","82278.98567007"
"M786.5276T669.9","786.527600529914","669.875183105469","31008.7145779491","29638.7397574827","27976.7872039878","31241.0592241023","28698.8309000025"
"M788.5241T648","788.524089100013","648.03700000002","190691.268507623","192497.479148045","188969.683063456","183770.288619316","184425.64853947"
"M788.5436T683.2","788.543606783477","683.221801757812","306579.556989848","296105.232655808","296878.194240662","297757.065611494","297049.386318484"
"M788.5795T727.5","788.579507326555","727.50400000002","122998.908153187","124925.346052648","118432.748810499","123153.553174934","123063.702652001"
"M790.539T723.9","790.539000750206","723.863952636719","63391.5921912085","64950.6352094762","64740.1865240136","62184.0377040008","60267.7461165418"
"M790.5582T701.4","790.558226281995","701.41999999998","75009.6106078472","75998.725350509","76031.1095270515","79298.7998255651","74637.3887627837"
"M791.5412T723.3","791.541159284343","723.259033203125","33123.451202654","31198.146531964","29170.5367230004","27883.4329253727","30759.9541693648"
"M792.531T696.6","792.530983297491","696.567130371094","164226.186442685","183907.179385202","170740.103270529","172761.99348791","178308.313787481"
"M794.5963T787","794.596257229415","786.952728271484","65587.5104558794","57978.6751910621","66038.4907882884","67197.0323689593","58517.5179008055"
"M796.5126T654.7","796.51263492033","654.710327148438","36853.7847178592","33763.1099019655","37278.1756043372","34196.6436007884","35989.2667272465"
"M797.5154T655.9","797.515361160206","655.923","41877.1111700337","34379.4517974306","35044.5720571555","35094.6777757592","35927.4915428395"
"M803.5082T656.5","803.508169716612","656.53000000002","44909.7525566016","48458.9426736802","48839.6272841625","46790.3869229328","50150.3391118655"
"M804.4847T455.7","804.48467350918","455.735107421875","255539.398193596","246771.032094851","398496.55114145","387442.195694402","231690.745445472"
"M804.5797T768.8","804.579739248012","768.75439453125","154570.989070736","146616.474258923","142230.190715799","138178.403578598","140598.029529931"
"M805.5241T677.2","805.524068611766","677.155578613281","48426.0179670662","51032.8906605442","47149.0437501323","47414.1695171355","47930.6198832331"
"M806.5964T781.5","806.596416674997","781.49299999998","334274.519706403","317110.849258151","300154.889279927","294412.713752813","303628.972233818"
"M807.502T689.3","807.501969341449","689.288208007812","123096.318610334","122957.981329469","113404.932472572","120994.161964676","113833.321585357"
"M814.5184T682","814.518395413514","682.008","70120.2115023067","84770.4774651918","69651.832083483","67688.8676953115","70849.5698385948"
