"","mz","rt","GD_022_matrix_RPN_RRHD_B1.mzML","GD_023_matrix_RPN_RRHD_B1.mzML","GD_025_matrix_RPN_RRHD_B1.mzML","GD_027_matrix_RPN_RRHD_B1.mzML","GD_029_matrix_RPN_RRHD_B1.mzML","GD_020_NIST_RPN_RRHD_B1.mzML","GD_021_NIST_RPN_RRHD_B1.mzML","GD_024_NIST_RPN_RRHD_B1.mzML","GD_026_NIST_RPN_RRHD_B1.mzML","GD_028_NIST_RPN_RRHD_B1.mzML"
"group","mz","rt","matrix","matrix","matrix","matrix","matrix","nist","nist","nist","nist","nist"
"M454.1132T578.3","454.113168905163","578.273010253906","143.210934385673","0","0","0","0","51336.9758728883","54050.5998124225","53119.8535031011","53081.6651956944","56602.5687176493"
"M454.125T605","454.125036156359","604.964965820312","203.806314171106","496.246047618091","314.96732886415","160.802425188124","151.85739362061","25992.4372929788","27599.9880364306","31294.5878390969","20870.625217531","32095.2074616145"
"M454.1511T315","454.151148860289","314.998413085938","0","0","0","0","0","41857.0947699844","44230.7960325453","40733.2590315477","45249.928258025","43877.6623863913"
"M454.1791T554","454.179128246105","553.987915039062","17981.6188004492","19986.2393576633","18465.9917294369","18341.1649934693","16128.8541397311","42220.7541822814","39632.8382964882","41893.5547860212","43819.9382817514","44392.0001684904"
"M454.2351T362.9","454.235086290801","362.920104980469","495.984667139072","0","489.867149539322","191.767404482777","137.268101773761","16505.7100297752","13290.1047819564","14504.0726376687","15511.7426357831","13543.5513862939"
"M454.2389T344.6","454.238880573981","344.624176025391","4785.10112401718","5526.48111498421","5442.34841240371","4442.95826625514","5027.81902064212","2366.77727902712","3477.23024378531","3165.59562779839","2092.68792406035","1257.37732985001"
"M454.2661T518.2","454.266124540884","518.21696875002","0","459.37756566104","0","0","0","12315.440786304","13098.2762061082","12559.7292639627","15468.2760506486","10595.046316001"
"M454.2836T493.3","454.28362717795","493.346893310547","406.83351568481","241.676795046846","197.811463123254","455.565331943666","483.531379444458","59827.7407238061","53608.5467427348","53653.7683189969","53462.5657834231","56899.5259827924"
"M454.289T373.8","454.288987856305","373.838577270508","1369412.08561099","1399562.74637645","1374889.11975584","1375340.22645562","1374690.14095054","1174674.26938513","1167131.13315217","1108077.53797517","1117847.79112018","1164631.49293412"
"M454.3243T481.2","454.324324387399","481.21399999998","0","160.706086193522","0","0","178.398530728287","19670.6956653505","25453.8939200317","21014.3177111896","17644.9366170561","20688.6904449319"
"M455.1127T578.3","455.112657388565","578.273010253906","293.136922501863","311.599810226775","0","440.620568788151","0","63845.3206412581","60543.4595073928","55959.8300353469","57672.3998300803","60176.5266633601"
"M455.1277T605","455.127726276411","604.965026855469","1433.81868976343","319.038684899241","239.960131682327","318.150716610734","524.916156967437","67220.8829817745","72987.7040096218","63567.4796726439","65318.2988600279","68640.807193089"
"M455.1449T636.5","455.144853156632","636.510192871094","4857.39950129512","3497.05661048606","3220.54155412485","3170.1159664203","2020.88445200603","44110.1434179055","42721.3782037559","59506.402336836","57888.0261474514","44506.7532728435"
"M455.2286T344.1","455.228598284171","344.11600000002","141.99979061643","752.129825893123","541.827696956078","299.199582438546","0","33078.9590968967","33536.0143015822","30615.8641013809","32605.4283160974","31994.5259409464"
"M455.247T377.5","455.246974904998","377.477111816406","0","0","0","268.370759587592","0","242869.590728576","237660.623594188","254979.480826732","252624.667164468","231530.573121681"
"M455.2918T373.8","455.29184290913","373.838577270508","366866.12835885","370798.12189482","375112.751257872","373456.208910772","367811.413316781","319852.85874082","329929.192907892","289241.675198974","289769.996287658","314160.890179493"
"M456.1284T605.6","456.128367551268","605.570922851562","534.359522286672","487.371162766168","1104.14329620647","641.247227838562","995.439151959172","61351.6292583663","120651.422304209","119195.786265049","116468.622692204","119233.903852467"
"M456.1757T554","456.175708548912","554.007934570312","8337.96981826954","7674.89330042267","9481.26043445744","5497.88947395182","8357.05260021257","19825.3046840975","18370.3555671866","17925.9558218153","19813.247618978","17764.996075041"
"M456.2504T376.9","456.250357449212","376.873016357422","0","0","172.523262170721","0","138.815838254968","68164.6277533581","65911.8939606036","67034.7638766444","68904.13079968","65198.1229882568"
"M456.2943T373.8","456.294335926","373.835342407227","65414.7695912139","66036.48769931","68007.0826149301","69428.4168482003","65339.2251808869","52694.1883344724","57643.9928334426","53547.256312207","50592.1950292049","52625.620394165"
"M456.9723T369.6","456.972319843839","369.592895507812","81751.2113977973","77936.9650347858","71268.972570813","81217.9059032488","72902.390685205","51839.6534317748","64532.8768708436","114408.115017337","84546.4270011392","77333.5055557313"
"M457.0984T454.5","457.098388860022","454.52214050293","44593.9133450147","46358.3806333007","46312.9025698912","43307.4613332258","44742.1077721937","21153.7997886063","27836.8983004018","52306.2233781522","50825.9833967032","26749.4599527471"
"M457.1128T578.3","457.112781173362","578.273010253906","0","210.894374014891","0","488.937076266207","175.561230659566","79515.210468636","76334.747550331","77213.9453560185","74620.611118258","80029.3728173484"
"M457.128T605.6","457.128048173989","605.571044921875","391.497503386438","854.95288408706","583.034445887881","1225.299126493","245.646384429932","129695.139413387","131372.979260614","123924.341769006","124235.774413758","129182.347201024"
"M457.1433T636.5","457.143273145484","636.510375976562","2439.46391997961","2526.52301056412","1206.13803299178","2750.30417301844","3136.40317907049","27425.086610804","27243.6790722241","37423.8538692591","38183.0639505171","29166.0942194638"
"M457.1536T305.9","457.153583609356","305.898620605469","156.416973685846","0","0","0","0","5472.86579521912","6150.10954417831","5912.34171119388","6809.88302870952","6980.51477206445"
"M457.2742T605.6","457.274198076526","605.57080078125","914.370118589564","297.996065972627","169.720308772687","1289.7858835507","352.53863802603","71983.4084814143","67183.2767315916","63820.1726311156","63323.9499321715","64252.7338625971"
"M457.2971T373.8","457.297077175307","373.835220336914","8200.44560422588","9340.40725542684","10079.9502765047","9059.90438175295","9095.14675271315","5359.61928441816","5341.57553971542","5579.72106039558","5677.31328147802","8845.09128578302"
"M457.3526T540.1","457.352553688033","540.055969238281","562.139027817387","160.069793878478","0","550.605041351379","0","35864.7135982647","42716.0488838311","51325.7128787998","50779.4313645636","39349.3620654423"
"M457.9752T369.6","457.975247845464","369.59299999998","8727.59865892592","10195.3077970453","7429.50958840431","8851.79022433532","5071.49894862456","5232.49824738253","7254.40941417297","8437.37602960523","8434.54482154537","10076.3256492364"
"M458T418.7","457.999988751875","418.729095458984","35148.380417667","36553.5057407322","41296.5851180277","38447.0139367908","42440.1061129186","28695.118405878","26764.4737130286","26619.5240394413","31895.7145144078","42110.6004872541"
"M458.119T578.3","458.119019708014","578.273010253906","325.433679236148","151.871411202819","0","207.214304048078","346.255582708032","16194.0970295836","15009.9091657878","14673.1976151798","14693.6725380558","14760.7542762362"
"M458.1305T605.6","458.130541621091","605.56999999998","464.354101019624","445.903634571091","910.490135713426","1015.00045563677","650.017618152423","80446.5947826596","86710.643408386","83734.3859498518","83357.5269990966","81946.8175678173"
"M458.1443T636.5","458.14428903482","636.510375976562","4104.38598702635","4051.28010692767","2972.18396835668","3015.76807746504","4619.75078360098","53652.3944651792","51217.5320442168","72783.9142280316","69483.4820300777","49658.4811079959"
"M458.1962T561.9","458.196216523632","561.893920898438","1726.99078269969","1888.54574406636","1400.64777860379","2144.55337724226","715.182783083568","21712.2785175354","22848.1343048474","16942.6561574739","16065.2402768111","20222.4048784086"
"M458.277T605","458.277027199931","604.964965820312","142.401286621334","300.841523194972","143.346175337925","234.628753749388","879.682845009417","18953.0623034715","16449.8053797416","14831.2707520585","16445.632078941","14486.0905402306"
"M458.3555T540.1","458.355541415028","540.055969238281","168.85449286346","174.398808333422","484.597885927245","0","160.72345955057","9854.97018256051","8492.4435534976","11900.047597246","14806.3554139526","13803.1599859763"
"M458.4211T536.4","458.421124237469","536.415954589844","8230.52475620721","7376.9041256103","8332.75763703217","6092.5759134531","6839.81992251534","28459.643281581","25356.1379683823","3474.18837339479","4104.27370469968","24161.399502501"
"M458.9731T110.6","458.973089848052","110.564002990723","0","0","0","0","173.864619003917","7067.57768837577","6184.8788714174","2753.85599607155","8216.2380763758","6777.79785086811"
"M458.9872T409.6","458.987224358248","409.630017700205","12450.1433916686","15750.5211264111","14228.0347875091","12223.0837179181","12110.2756787735","13001.8986491541","13992.9496129028","13194.8955237969","13095.7693677246","13315.1780011588"
"M459.0007T418.7","459.000710680036","418.726913452148","14806.9883697317","13924.3817986646","12927.4337657383","15194.6583648136","14854.0073042704","10222.6779133872","11626.5532969527","10544.3114692016","8079.44772594899","13257.0773037856"
"M459.1155T578.3","459.115477109849","578.273010253906","175.226968237816","431.415426066721","327.411367361698","629.618197909312","209.070979832479","32814.1351917646","33468.6845102216","32943.4884508098","32169.692092504","30229.7146200756"
"M459.1436T636.5","459.143587554473","636.507446289062","5789.7959914232","3522.99522164408","3948.90114623527","4704.53536646825","4512.63296821198","55455.2872926178","57250.7742558146","78960.2040409777","83669.4341754618","53793.7129533882"
"M459.1965T594.7","459.196519681479","594.651275146484","7150.05662890891","4912.88604676769","4387.91158550642","3357.09166881201","5429.86454598128","16421.0843899008","15699.2964103248","21969.5984541194","26214.2612972294","18013.3157134151"
"M459.243T500.8","459.243009080083","500.789810180664","50506.543820644","55902.4723970989","50191.5785796667","46639.0444529664","53134.3889763609","30230.3967430896","21586.0609394892","77637.3242436306","78519.3887676886","24369.6492807753"
"M459.2509T473.9","459.250885458511","473.933471679688","1454.15620657366","664.109080931438","356.628676349397","578.191727935164","0","130369.419954396","123451.477299207","126450.469311277","122617.784720981","121800.863341846"
"M459.2721T430.9","459.272144292479","430.863067626953","183.227945199445","0","0","343.218739038149","0","32651.7128645286","33866.0260503731","60218.4565985641","31986.4557877056","34707.812782364"
"M459.2901T620.7","459.290067147734","620.735595703125","0","0","0","0","157.195669077337","273021.633761973","269386.728478711","256962.606052537","248968.970253183","268747.867564216"
"M459.3268T661.4","459.326799280416","661.383","4388.69649691209","5288.23217960233","3692.3439139165","4757.9608824403","3451.16454138495","7417.67306318152","7400.29100964938","14444.4047702107","13468.9770725963","7572.34028411371"
"M460.1338T605","460.133836065131","604.965026855469","170.595297177263","379.13844686927","160.377586028126","775.188385371289","178.804304495866","30950.0128797365","37432.1732829345","30531.6271787945","39159.5824963453","31857.2213262662"
"M460.1452T636.5","460.145226419129","636.510192871094","1255.75522443673","957.382695903795","3199.11341278172","1402.86659942133","1087.89252922477","37712.9948561884","36565.5636932337","51451.815051233","54000.5627498354","37358.1078264956"
"M460.2121T594.7","460.212064349709","594.651550292969","4903.71119053596","5179.68518942649","4233.89066595129","3389.76646727817","3978.9806170915","50348.3575486817","48141.3636604617","55349.7006267993","54990.8165565029","45450.4366700686"
"M460.2545T473.3","460.25446014417","473.328","144.611566372473","139.669643212752","0","181.104436061744","394.862186590145","31958.5068302252","32629.2042016746","31672.2072374645","32624.7722582419","32091.2646654949"
"M460.2757T431.5","460.275671810707","431.469","0","190.015027446015","354.522644613157","137.077075804584","0","9541.64592689131","9805.09003618468","8835.1439309017","9058.59579498343","15443.8074717974"
"M460.2935T620.7","460.293466439341","620.735595703125","199.70839477295","0","0","241.535472800866","717.07891918772","95002.7757459516","95093.4463821511","91744.1049433678","89161.4963981895","90793.4407417803"
"M460.9327T370.8","460.932725011253","370.80700000002","225.670503520788","0","146.779602310006","0","140.043285712071","16398.7228080787","15012.8030697986","15887.2397448453","16399.6087900436","14828.5150694359"
"M460.983T388.4","460.982986170355","388.404159545898","9601.78294316866","12263.6265877257","8987.15439301906","8225.71500834916","7762.57007924685","6408.60196766502","8420.02090249871","12014.5986315876","8486.44308452933","9051.53457170098"
"M461.131T605.6","461.130976869763","605.571044921875","0","227.546044785286","341.236605507914","0","0","69813.1340887938","60481.7868045624","65544.5681637419","61532.2147677611","62016.4800947531"
"M461.1443T636.5","461.144301174741","636.507446289062","6415.67415185058","7596.01913073458","4984.57748199885","6446.87604393595","5120.325900524","76287.8968420143","80063.5377390499","107730.542492838","102021.992971474","76411.3778132155"
"M461.1587T477.6","461.158703334658","477.573638916016","95960.3290091674","103757.305228941","120151.124194879","121185.60649984","98500.977180176","8218.93978345049","9910.62688257801","19350.27822556","20692.0544636365","8272.36273958515"
"M461.2146T594.7","461.214572707583","594.651550292969","948.849867486794","1181.52683586201","671.90208213457","459.741262782631","619.74982109759","24167.2276300525","13020.7402209758","13511.5420778585","15318.5998143736","12984.8309697037"
"M461.2674T500","461.267367485384","500.01904296875","0","0","251.721462663263","0","0","76492.7868719857","65505.4716911033","70243.8123756733","71609.7559397002","67069.4848566976"
"M461.2953T620.7","461.295346225803","620.737243652344","0","0","0","0","768.47685076121","21153.9575596494","21568.0767899656","23115.3084127162","22962.4332553206","23944.2797963561"
"M461.3755T704.5","461.375453506347","704.45299999998","147.467319095694","156.072703140151","210.093785756905","130.424220174943","0","9088.31774586175","10705.5455019431","8884.81638655168","7417.82782142311","8561.4059056126"
"M462.1455T605","462.145548876051","604.964233398438","655.179271630765","672.906799224072","0","476.62729482468","594.501786257185","39715.9690943689","42163.5196933957","35762.0209179567","40939.8173644317","40833.5374319254"
"M462.15T635.9","462.149964039956","635.904113769531","545.39854495724","401.447540863355","525.156620160739","815.869071669877","866.286955919862","14481.7288182548","12746.2902046154","31330.2560332584","18350.0533679202","12868.4880157972"
"M462.1619T477.6","462.161945225696","477.573638916016","22823.0441850774","21608.0988278824","25409.4979387764","28876.9583739803","22335.1677354855","1675.29183088875","1175.74063890427","2532.79023467095","2581.95172641584","1628.67445912596"
"M462.1767T258.5","462.176735716707","258.541320800781","147.783292513569","171.50219344077","0","121.739491636665","0","81715.3692067246","83046.1306614918","77072.3818803348","80340.3088552654","80109.6303244436"
"M462.299T526.1","462.299009609675","526.103942871094","0","148.041169635331","371.699082342287","296.247545834631","0","127479.500916118","126736.423622922","113920.047838194","120287.062517794","117022.994925218"
"M462.8772T594.7","462.877212356538","594.651550292969","39643.6164404407","40279.5330113176","42205.9565526139","36858.2052627625","32089.4370162377","54193.2296446234","59513.4163665923","55621.4457088672","158349.087421326","63941.4163224694"
"M462.9628T394.5","462.962808207337","394.464998168955","25791.8365562746","25566.0475859953","24703.0022044752","27086.0345559266","26261.1139865603","70280.5791003871","68519.7983557742","63683.1410016528","65965.8286709753","66047.6957629395"
"M463.1464T636.5","463.146355421176","636.507446289062","2718.63265702035","3036.29272433455","1417.98699148998","2877.86008444928","2224.71800320655","41860.1657001744","30449.8655399728","40481.7590463225","41128.2583716429","29581.2677683685"
"M463.177T330.2","463.177034045713","330.165405273438","0","0","0","0","0","17354.1139524009","16820.0438237259","15924.3258669642","17564.2247856541","16515.271394675"
"M463.1803T258.5","463.180326898856","258.541320800781","154.385720818076","141.622335784137","137.676055372556","0","0","22960.2656795871","20830.84804855","20409.6236368562","18728.1580317183","22914.9038036703"
"M463.2035T577.1","463.203532946997","577.059997558594","203.541959518689","0","0","0","167.194912355973","20373.6334334106","24848.7977024611","24884.6631104663","24535.2507702976","22012.9204953074"
"M463.2908T520","463.29083490106","520.037048339844","798.661450653072","620.67286942577","716.144894273754","919.802884529109","1260.28176922884","266456.480277198","275321.107869846","274491.134811409","271431.584109175","269952.968193184"
"M463.3057T419.3","463.305671214429","419.336486816406","0","223.995123406872","0","149.835960456259","0","101483.315681435","102073.649647467","102354.733657563","102085.460616483","103881.467823993"
"M463.341T521.9","463.34100021281","521.857971191406","161.067201699072","0","0","0","205.378269873164","289208.259573186","228781.353288264","220630.338047422","326159.995265951","224935.205681025"
"M463.3424T583.1","463.342444883052","583.1259765625","0","0","0","0","0","298496.690721843","395545.854487221","208711.099976024","298745.561113092","679175.071683082"
"M464.0982T577.1","464.098221963447","577.059997558594","0","0","0","0","0","10750.635068325","11938.3800909401","11348.6289146302","9741.7296551847","11860.6209752275"
"M464.2779T484.2","464.277918115271","484.246917724609","0","498.856305771426","999.083942471538","0","0","14623.7734098352","14592.2271874694","11447.309491216","12568.0072163878","12859.3718237549"
"M464.3011T335.6","464.301122316077","335.622985839844","0","0","0","328.35513965922","0","184217.208852905","198536.931127893","181442.209391839","181443.577748837","188488.827167672"
"M464.3092T419.3","464.309219807044","419.336486816406","211.493557626382","0","0","0","0","30884.321735095","30820.8539651473","31562.0668953823","31623.5171538582","32176.9194686191"
"M464.3152T558.3","464.315156679613","558.2548828125","0","155.584079984324","0","0","224.670316208111","190099.471812538","189221.169164223","172518.244862582","184565.679298241","183167.779771421"
"M464.9742T366.6","464.974226735571","366.561096191406","9122.80266337281","6011.72955794189","5958.58221998914","7224.14016635883","6381.99808365991","8194.31764302059","5974.70842538344","3898.82279811853","7536.57463674562","10376.988561127"
"M465.1737T566.7","465.173721600534","566.74169921875","11610.8184979306","13460.640476345","9921.36616684493","9169.20886944278","11326.6556326446","49488.5124851529","47471.3845632814","36371.035700346","32417.0316118697","49408.9004313648"
"M465.1922T312.6","465.19220073186","312.571685791016","167.339911313282","196.027403613755","200.201294423769","0","0","45885.9437236753","44030.2852935851","48735.2408662815","46845.881130691","45713.3584998355"
"M465.2488T330.2","465.248776987892","330.163543701172","0","171.078695182303","261.731322528644","191.874405224357","409.722462374146","96829.9961170656","98788.5198661231","101244.188750095","97926.3614103264","101352.087418563"
"M465.2855T502.4","465.285494318333","502.446533203125","264.411776278665","348.124461230461","386.501285716591","179.233432305977","339.456117986912","52642.4149223095","55107.1021897684","50855.2145655832","51281.616881152","48583.1439877246"
"M465.305T598.3","465.304997100628","598.29100000002","281948.91706288","243498.50901551","155703.302434603","219159.621597608","245658.825438618","3849723.46631557","3847748.18093305","3139462.87789737","3172865.98479021","3807819.63094704"
"M465.3044T335.6","465.304375531775","335.62300000002","0","154.524260936598","0","156.357227870038","0","54653.2260775321","55335.6282738975","57067.5444564322","57702.0824847417","57450.6527765317"
"M465.3178T558.9","465.317847542399","558.859802246094","136.494720840454","335.77198270848","153.184497440513","0","173.136576609872","52282.7856410335","53892.8543168792","54523.3510443177","52794.8485298776","54191.9912716801"
"M465.356T604.4","465.355972955059","604.357238769531","0","238.995884660042","242.719577948015","367.846779032464","594.289961448453","131763.077281202","130433.788100203","131050.103637451","134149.055422581","129785.314332568"
"M465.3576T530.4","465.357593762036","530.35000000002","0","0","0","0","0","217367.000998714","214043.510287985","210511.725087643","210429.922952219","218303.495502975"
"M465.3579T583.7","465.357865666905","583.732177734375","177.861826535954","0","276.111142589725","158.319633254541","158.799297022393","953825.983959241","938037.404950442","707581.376018832","788461.458234959","523807.500711646"
"M466.1674T578.9","466.167351128012","578.879089355469","203.280258548285","1454.30647392044","1257.13490273791","906.861574954899","708.849866043134","107870.820007686","102440.038051148","92814.4878043074","90340.9511515484","94537.0489946287"
"M466.1722T605","466.172161512026","604.964233398438","159.217644378292","0","0","1089.76636863084","601.998010969363","54932.7926102213","50575.8395579018","51553.4425158289","53396.6279023587","51984.9091575973"
"M466.1959T312.6","466.195928711901","312.571411132812","0","0","139.26694540548","0","203.965864004458","12138.85959493","13216.1209501287","10868.4227189159","10165.5061087036","11334.2960175368"
"M466.2423T373.8","466.242290815978","373.840028686533","14872.9464062073","11185.7486619081","12147.6913014454","12770.4508832469","14762.0719663879","11234.7804520638","8458.28584351835","13075.2335272215","11723.479245855","11876.9863512991"
"M466.2528T330.2","466.252781817482","330.163177490234","0","0","0","177.456141654491","0","27947.3748662528","27553.2153978323","27550.0087725585","26166.5529579225","28430.7625757255"
"M466.2933T515.2","466.293331454401","515.184814453125","0","159.320096572027","0","0","196.603039533989","44228.6018403861","48076.1006369315","47956.3853983492","40624.644756655","35948.4225011705"
"M466.3077T598.3","466.30765827427","598.29100000002","90607.1023696699","92067.8874753669","79149.4798242944","80603.0972800322","77193.4570698764","1148716.77312024","1147773.38170276","941030.930404143","946152.94992351","1140354.49477019"
"M466.9959T304.7","466.995933910523","304.685333251953","8867.22618942331","11809.6101094089","10591.1179832072","11589.3855389223","10373.4688310611","12048.7013782748","9998.46470914228","12552.448629772","11013.0127661316","10675.2829506565"
"M467.0071T239.9","467.007097619416","239.869842529297","0","0","0","167.193608891719","0","20539.4812435655","19647.9529007459","18314.8277899407","18234.2588520596","17589.6937644696"
"M467.0616T421.2","467.061615181906","421.156585693359","484.813794642687","199.915856700018","144.976060807705","339.716953448951","707.718362148851","6093.7649636903","6901.75387594029","6239.03091032931","6932.51127975891","6955.95361091247"
"M467.1894T594.7","467.18936275201","594.651611328125","31718.1732575524","22800.5232006064","22972.268249568","23089.0953817581","16102.3409838808","92773.6120582038","87035.1446226729","87819.7194253256","92113.3713991344","86266.5145870004"
"M467.1929T298.6","467.192936865479","298.61899999998","155.30063429114","138.313368027237","0","0","0","15600.6973025981","13884.7565591313","13830.2017905148","13151.1386368815","14725.3078189819"
"M467.2023T605.6","467.202323330157","605.571044921875","5997.33402793403","5926.25747703983","5005.87460135445","7416.86597184421","6953.07291481429","49314.0461139706","34654.9411545043","40979.3325772843","56785.508747058","45011.033074717"
"M467.3093T598.3","467.309265508967","598.29100000002","3096.81148097326","598.423398951581","3533.11960695985","328.448278737005","11617.3576740345","453980.034768077","442309.545930058","444480.129879408","448088.988558965","428427.090583473"
"M467.3147T587.4","467.31468047194","587.371948242188","159.234718875885","528.104102520943","345.767288269997","476.812094054222","0","145569.174001394","123728.024713693","133092.131823916","122683.71203785","121861.97864339"
"M467.3735T600.1","467.373515798255","600.111755371094","0","0","0","0","0","534070.123050858","520695.259051314","520373.191436721","508371.1292977","531156.380793745"
"M467.3738T584.9","467.373807840244","584.945251464844","316.978898721191","284.559974890112","189.320245253012","0","266.829733078638","1129011.05547397","1698756.3152268","1676282.70790605","1653740.72621375","1130673.07737616"
"M468.0138T36.9","468.013757675311","36.8808135986328","0","0","0","151.297303929421","0","8636.0361175269","9744.03717914889","9144.32753590688","8848.58537075495","8982.98007594712"
"M468.1307T256.1","468.130663075559","256.121948242188","0","270.485057954982","0","157.859017403666","207.600169902015","10706.8572250671","10462.4654604213","10974.2927231551","10788.6325466832","10993.0581274564"
"M468.1809T605.6","468.180859405849","605.57080078125","3938.32897393633","5687.494080867","4772.7070039562","3151.54486205423","1014.97864404536","224937.474843172","221188.740762477","211554.671054373","211337.838337228","215213.533621667"
"M468.1913T594.7","468.19126309573","594.651275146484","6703.15438280373","7294.86274502904","7986.86829423056","7098.88419819118","6260.72404170869","27376.9544669595","26753.3995174521","22405.6742943223","23852.0572513247","26020.1044001654"
"M468.2238T554","468.223800493691","554.007354736328","24078.7074138246","23084.2180238468","23003.4566695508","21274.2441859679","21482.5376872501","62012.3394308419","64901.8114139212","63733.3687790284","65651.1801127803","61944.3855564174"
"M468.2732T459.4","468.273165345507","459.37600000002","0","261.166351296691","0","0","0","19020.2699953125","17297.5683158696","15996.3123772921","16933.8120523201","18415.6494552041"
"M468.3117T598.9","468.311695158742","598.897827148438","2446.1359526364","0","2196.15579408231","1719.98223527021","1015.77686615139","79991.8626222075","102204.314567651","97741.7477910453","91277.2906323491","83812.2353158176"
"M468.3175T587.4","468.317538548678","587.37199999998","234.533447493606","143.845775148971","0","0","0","37389.9816536399","37559.657285266","42155.5638143188","35190.9174911229","39304.525265332"
"M468.3322T428.4","468.332220541946","428.436920166016","0","0","0","0","0","16650.5434688386","17066.5366035028","18351.2824288456","17021.8153006145","18515.9218142825"
"M468.3771T584.9","468.37710739051","584.945125732412","0","0","0","0","0","503520.969095126","342064.089054241","350507.907837939","498284.715915198","333740.779786888"
"M468.3768T600.1","468.376781207027","600.111755371094","0","0","0","149.999467258172","0","161106.444494204","146320.771191314","154873.561849805","150886.066579339","157236.442862254"
"M469.1359T561.9","469.135941326353","561.894","142.308053475764","730.905164657776","150.05405743574","479.585951556412","993.71932187579","7983.62136818439","5782.22433952333","5710.91734438303","5961.93741517635","7756.96250793074"
"M469.1504T594.7","469.150376060086","594.651275146484","3021.47826407407","1779.00688549983","1996.43073152888","4568.92820174788","1841.99254889263","19632.6974428313","18730.5899495429","20290.9998297965","18039.9084844163","18232.2107923646"
"M469.1575T500.3","469.157497757299","500.256408691406","11520.9377698107","11911.9542001386","12461.1186479847","11528.1117702122","11473.4270259686","1813.59903177246","1890.45269319449","7016.28149194474","8271.81682490947","1421.43795668808"
"M469.1838T605.6","469.183825545501","605.571044921875","1294.59666010443","1445.36033254129","2455.34685973451","1678.28429509465","2717.80739263103","77084.4285716923","75566.3508216359","73739.8283207605","78253.9440278363","76270.8580155294"
"M469.2266T554","469.226635604592","553.985382080078","5030.55600778624","4508.53226593147","6075.47879249446","2777.28477924827","3963.37089514286","19692.2712762965","20069.9824423587","20039.4623842712","17480.8435894456","21185.2854793636"
"M469.226T305.3","469.22597747208","305.292","162.334804516286","0","0","0","0","59976.0324456944","56399.8763273103","59401.1450671216","58145.7452466351","55207.8036796558"
"M469.2382T535.8","469.238222359093","535.808959960938","0","165.780429479613","629.746507123219","0","587.044171065997","67048.2485483213","61970.4642225585","57833.4457116192","62037.2594745816","61876.786314483"
"M469.2834T493.7","469.283442597185","493.745529174805","47618.0968431726","46723.0967801698","47277.2863957763","45058.9522228362","46397.1167801719","35610.5393381767","32600.136226465","16268.0741910512","20327.855977881","32487.7378465906"
"M470.1619T578.9","470.161903864455","578.87899999998","0","319.570468620415","0","0","0","45115.5357553714","44656.0175778861","43293.8654532565","46915.1331965085","43536.1970583433"
"M470.1823T605.6","470.18226105865","605.57080078125","385.386293685145","236.32297755381","642.088965718126","597.407257767475","1141.76900910882","32268.650355877","29858.7223869795","27194.012577095","31003.0209305182","28754.5142543184"
"M470.1971T636.5","470.197149771049","636.510559082031","27427.3295999185","23212.0561149739","24001.9692289415","24929.677812346","23696.5374607942","85077.6599078818","88175.7483750003","102011.597177163","103845.923171737","82803.6789370599"
"M470.2408T535.2","470.240820352244","535.202941894531","181.640584703248","0","159.093319098537","0","0","18910.8012061745","16782.0225572395","16931.0770791046","14531.0593344506","16855.3650807248"
"M470.2579T440.6","470.25788921854","440.569396972656","142.353678766572","0","169.653179558526","136.56092439379","126.485722859743","11634.3888529559","9910.82827897642","12175.718784599","10197.0071626061","8369.92650364083"
"M470.2864T494","470.286359257756","493.952635253906","11066.7341590287","12394.9349601119","12184.0406449586","12758.5352450248","10664.4760529013","11239.6697328201","9378.71966462876","4993.85648239745","5203.62357791746","9267.62888838082"
"M470.3478T451.5","470.347806628032","451.488830566406","0","0","0","0","0","27975.1611122806","26856.7968096661","25772.8410340412","26260.288763831","28192.3185509107"
"M470.9714T259.8","470.97143051209","259.754516601562","28855.1785723799","35001.4498803838","35684.0623314081","32465.1572025817","30271.1374722688","34186.6067071999","40646.1295939941","38372.1792541155","32731.544246393","31498.9135854353"
"M471.1138T477.6","471.113848704706","477.574325561523","35476.4574104595","40268.6123380634","39231.1445489329","36568.2076385555","38789.0701010489","4987.91862892798","9610.57606761853","16973.7174952475","15350.6788506858","3571.0110777591"
"M471.1511T594.7","471.151115889041","594.651672363281","2031.65733193356","1762.97102417392","2005.76444906601","1109.48346227379","2063.45227461646","13314.3237910929","14101.4593695059","15918.8552773313","17191.9232464144","15678.662408419"
"M471.2T636.5","471.199974258543","636.510375976562","8371.03629610297","7562.31640162088","8522.59819998982","10901.719918079","7602.81153483511","29648.9864533877","33223.1878619901","33629.9224600401","34457.3013781794","30150.535842308"
"M471.2417T342.9","471.241677823025","342.902187133779","150.405435497743","490.626843841539","159.761422331104","418.22714173689","476.624325195377","139218.491063662","139262.235676026","134729.542477177","141400.091398779","131400.91403184"
"M471.2412T314.4","471.241242816621","314.391418457031","131.290431533674","143.633280160172","377.100373669394","233.143687560888","0","64481.2912133788","64526.7844086521","65903.6019924329","70847.5069691087","64509.0223804819"
"M471.2537T562.5","471.253721425744","562.500915527344","145.176121892959","479.796187564157","192.972629701862","0","0","73402.1965566733","68262.3771238795","63169.0536534546","62744.9386783704","64296.9135256348"
