"","mz","rt","GD_022_matrix_RPN_RRHD_B1.mzML","GD_023_matrix_RPN_RRHD_B1.mzML","GD_025_matrix_RPN_RRHD_B1.mzML","GD_027_matrix_RPN_RRHD_B1.mzML","GD_029_matrix_RPN_RRHD_B1.mzML","GD_020_NIST_RPN_RRHD_B1.mzML","GD_021_NIST_RPN_RRHD_B1.mzML","GD_024_NIST_RPN_RRHD_B1.mzML","GD_026_NIST_RPN_RRHD_B1.mzML","GD_028_NIST_RPN_RRHD_B1.mzML"
"group","mz","rt","matrix","matrix","matrix","matrix","matrix","nist","nist","nist","nist","nist"
"M819.497T677.2","819.496964779749","677.154235839844","150.899808336632","157.96279088489","147.011589896414","153.032883658961","0","58911.3437105455","55418.2037357741","59162.2830520755","54600.9702529827","58277.0463984719"
"M819.5343T737.8","819.534304663203","737.817","370.739283229134","0","176.693402281692","0","218.761170717497","40414.7867385555","44350.7665467149","43338.2173764431","42941.9307090854","43812.4091888156"
"M819.5494T704.5","819.549410248153","704.45299999998","581.363014734493","0","148.19709469525","811.21582033147","676.101518198633","152128.091014567","144837.145149829","145301.532075883","145123.108883315","160036.522083572"
"M819.5577T665.6","819.557681878637","665.629028320312","0","0","0","0","151.027017107854","117317.342154178","114075.370723491","107424.716996552","109547.45279651","113357.327405381"
"M819.5786T373.8","819.578579927708","373.838577270508","18048.3997556029","16983.1071366947","18258.2021376359","16763.0951468515","16721.6987422688","14294.0173984898","16181.3724326063","14326.5343388201","14471.8517133498","16906.8756088772"
"M819.5931T725.1","819.593143908188","725.079162597656","0","182.5587822344","0","193.367006580423","0","58215.7541627831","52603.9020784152","59810.9240716187","56724.1490008355","55844.7198853813"
"M819.6136T737.2","819.613558911014","737.20999999998","171.257153143798","0","0","0","0","58145.5017455248","61475.1674383221","55472.6706060994","57889.0720611574","57345.0237080333"
"M820.2229T345.3","820.222902219447","345.329467773438","9216.79149044583","7471.96846488817","7716.59547583004","7424.9296176019","7852.17939387881","11139.4725570922","10319.5735219918","13053.3608306095","12752.0706620097","11343.3247877992"
"M820.499T677.2","820.498970568415","677.155289306651","0","0","0","0","0","36958.1403515479","34647.00965977","33721.3372134157","35264.5364335396","33182.5125918849"
"M820.5158T478.8","820.515778576287","478.786834716797","162.510660028297","0","178.481010679156","212.257238738006","0","391502.789512075","372728.026982486","747418.258227732","739528.174885273","370101.707104797"
"M820.5462T705.1","820.546176898192","705.059936523438","190.83690189285","0","211.687087648759","0","289.848057294614","105145.879299705","104230.863503498","97766.1095095583","91704.7269034319","154536.510785532"
"M820.5623T723.9","820.562270688131","723.86500000002","922.501857767362","362.151262926573","768.081386966953","645.184099512059","1167.75771172426","232734.663562833","230327.475769373","223631.224194834","234748.700044863","215698.400274999"
"M820.6056T537","820.605630736105","537.023010253906","272.890481362572","0","0","359.494459204015","364.870462330179","10148.6870528686","7557.8080943599","8120.27623333073","9154.57988431337","8456.75380403688"
"M820.9473T386.6","820.947342432748","386.57893371582","11217.5579272124","11582.1083797357","11553.1313832092","10330.2054911721","10013.0470684387","11842.9517678467","12844.0633354096","11000.6948304787","10957.2771022883","9590.19418473037"
"M821.1856T648","821.185648767355","648.036804199219","6776.91634276275","5099.77192886856","6224.07282304733","5700.44970472777","7574.33884027966","5981.39176762642","8348.37958292649","20642.3702102965","23699.9006066987","13619.5402593059"
"M821.5021T676.5","821.502131153491","676.548797607422","0","355.268701872499","148.122057128804","0","129.981929130189","14050.0563055917","14492.0376263206","15629.2493723722","15521.5195328847","16951.8148042887"
"M821.5188T478.8","821.51882894008","478.786834716797","0","0","0","214.270973717887","0","180819.900912096","183398.480847121","341652.0799196","344687.933489875","175110.606823477"
"M821.5465T705.1","821.546475250234","705.060241699219","0","0","321.632445075295","140.172373424877","414.737767317078","39866.601235848","38177.9881132795","37346.2707563628","33086.7879799662","37465.0921549269"
"M821.5732T682","821.573236089526","682.007995605469","0","129.352192178593","356.764644379569","0","472.644457052701","38235.3629897622","34794.6914344526","32712.3149758417","36857.8297927616","28696.2039823974"
"M821.6295T754.2","821.629544349643","754.195983886719","0","0","0","0","416.997617876497","67682.2317670589","66981.3408726195","63761.6618616349","64470.8306109541","65485.6735928178"
"M822.1835T648","822.183545850109","648.036804199219","4630.76548631461","2652.42508568779","3901.74686201698","4499.16662951716","4144.83394653837","4281.84124268866","8002.9341901204","16831.7207316678","18136.9607744615","10978.999875315"
"M822.2331T481.2","822.233090211492","481.21399999998","178.670187477477","0","0","697.75068598981","499.993655012932","21735.6560855667","25427.701154147","18491.414285302","23551.435025254","27106.5186949386"
"M822.4947T455.1","822.494712865177","455.127258300781","0","0","0","0","0","22139.5908802643","23025.0731249585","37309.899219675","35924.876689251","20937.0224797384"
"M822.5194T478.8","822.519422051237","478.78699999998","0","0","0","0","0","64800.4618393904","61624.6663573096","123301.276359149","121965.3797967","65131.6124033524"
"M822.5278T668.1","822.527822963859","668.055358886719","0","0","0","0","198.912620068586","212483.209790091","214326.80440193","204212.122292057","206760.576373344","199937.530238361"
"M822.5779T736.6","822.57787239142","736.604125976562","0","0","146.216951363683","140.476013193503","0","105990.868131941","101868.086479791","98581.0007565176","101094.940364382","102535.11078664"
"M822.6274T798.5","822.627372027737","798.47900390625","2639.44835389605","1679.58182268752","2870.75932566301","1937.58521699148","2017.21612644598","27884.0510323259","26163.3929695081","27895.0242469215","24771.7568251919","26022.7472191357"
"M822.6307T754.2","822.63070208302","754.195991943349","0","0","0","161.872604088685","0","33598.3516877397","31640.4059128241","27598.6811587638","34102.6685430948","31816.4701814424"
"M823.4975T455.1","823.497522507953","455.127258300781","0","0","0","0","0","9967.49437545908","12384.1294635773","16940.0044897326","16938.8386394342","10562.6392565735"
"M823.5204T478.8","823.520438108003","478.786834716797","0","0","0","212.355418039403","0","17021.3349108929","15904.5467853347","31903.4970743823","32320.583014384","16414.0951616252"
"M823.5311T668.1","823.53107277223","668.055847167969","0","0","358.722411665049","0","143.635631243096","102825.518474267","109917.202079539","102843.201231457","107634.74505304","109044.8767704"
"M823.5625T722.7","823.56251572218","722.652038574219","137.678355570217","0","147.073756607715","265.399564039228","0","40894.731887906","48283.5359464786","47377.1346692316","46042.3515314366","44683.4861487653"
"M823.5804T736.6","823.580390048073","736.60400390625","144.685420196503","0","307.290987279266","166.061238806695","0","48939.8167799722","54483.129113583","48937.97474187","50289.1080174265","47760.1627181782"
"M823.6282T753.6","823.628196084743","753.590520507822","0","191.398427808559","0","332.699615657673","0","23863.4744610241","25703.9960855827","24814.8864896725","26281.1224595409","26461.6741862795"
"M823.6308T799.1","823.630778492864","799.084777832031","1328.12178975284","537.086131888907","1327.52399509549","1555.47858151317","0","17616.7372689926","14915.7918614968","15567.0345110438","17666.4435552357","14676.8223594726"
"M824.5448T682","824.544843612116","682.008911132812","419.227438292267","175.75375693185","1270.07533529526","1094.33640807089","544.13074097952","2344705.22105494","2318558.28228312","2276399.42453503","1411602.63621175","2302636.0803742"
"M824.5768T717.8","824.576831355192","717.799072265625","295.654787555307","0","304.818228445737","145.030745583648","173.997259182976","37641.4504577378","40886.4574285732","34652.0159850046","35983.6374989146","39098.668137547"
"M824.6059T771.2","824.605862754485","771.180740478526","12556.7793121295","12753.7302568697","12804.92656685","13260.7442548348","13880.5527964732","20607.2571147595","19305.411878757","13574.2839404098","13440.2193331917","18415.2681632195"
"M824.9393T523.7","824.939303236993","523.677000976563","79880.7405953974","83164.3699691573","80703.5350368255","78808.190635946","76140.1694458682","77446.1701790324","81791.8134958059","84171.137114606","74706.2740682398","75907.9689779109"
"M825.2919T294.4","825.29187132836","294.373016357422","0","0","0","0","0","8510.98314289619","9040.27850378314","9313.24128425204","8838.44492787178","10013.5805646972"
"M825.5476T682","825.547642887538","682.009094238281","177.137368562321","0","228.100088532482","245.55522061299","702.06320612781","1196443.25326211","1178535.36708983","1140821.59027533","1173388.47561123","1164050.53927977"
"M825.6276T465.4","825.627590434197","465.441467285156","183.439270551558","168.480686122193","566.435741186482","767.878000702673","0","71511.1051360154","70267.6189317786","66005.390844876","69261.6878836543","69459.2619400262"
"M825.9423T523.7","825.942250527119","523.677000976563","16159.8477260981","15810.2812514577","14116.389195784","13334.2594962478","13075.386197388","15914.2760181046","13917.186460384","12076.0574637162","13686.1899479867","13391.8599355186"
"M826.4682T480.6","826.468171167923","480.606872558594","0","0","0","0","178.808315272909","20998.6344092576","20500.8482220347","38103.3429050392","37706.971324219","18993.7388062375"
"M826.5537T680.2","826.553663369095","680.187591552734","6875.25921988216","1413.3530723588","5068.77817568634","7967.69385211864","4626.56556859816","286135.971422162","426488.904293185","344873.21864496","360318.336343498","449326.830962453"
"M826.5604T685.6","826.560375993243","685.64800000002","1183.22088878602","469.966017569105","422.979217061152","587.231327142566","4099.45269501768","3363979.66834878","3307980.85395608","3104672.65239377","3144329.88564373","3307138.82054198"
"M826.5607T697.2","826.560712863722","697.174255371094","9130.76082986434","957.446708866661","3393.65098025304","10631.9054893018","10195.5536924219","4344018.24541005","4503708.25767776","4318591.61595631","4357214.09347502","4475486.06226685"
"M826.6209T786.8","826.620892675854","786.836547851562","10728.23048016","9897.92415973217","8542.9884830544","10101.0400758977","9570.53235122366","15662.3148847816","18022.382704384","15196.152633027","15117.6309178018","13365.418503748"
"M826.6304T465.4","826.630433559054","465.441711425781","456.859223943204","190.069402218014","0","357.527742824927","0","34115.3015136682","32316.5320214822","31172.1446581957","32377.918031543","28777.3932857264"
"M826.9541T509.1","826.954146325601","509.118020996094","123311.212148783","68660.3326258302","61300.6380596215","64286.6479731089","60980.3801210344","90669.3841949226","89766.6502343106","80741.3147297975","76428.5302661936","71888.4649257739"
"M827.4769T615.9","827.476910085802","615.88300000002","170.292768749641","0","0","148.151783211506","207.700609317981","15548.4601448995","13231.8419457805","14420.7591249803","14402.5053860807","12634.493792981"
"M827.5573T662.6","827.557289710755","662.596618652344","2820.22395274291","0","1045.99944562146","693.707128031334","1600.20111699666","72442.8708002618","80636.9238623979","80339.1451478889","78448.6636709362","79528.9114567788"
"M827.5635T697.2","827.56348612409","697.174255371094","4263.74046168078","1028.666301454","2717.4649079988","6458.44243070175","5984.80767045857","2305231.88102931","2293629.90725743","2209004.77932622","2213218.36733732","2276063.07716788"
"M827.5631T685.6","827.56306292806","685.647827148438","3304.37375352966","524.484700975262","3827.48845049307","5904.57060247744","3381.14473304401","1568057.13292501","1627715.30666613","1634424.29105607","1650953.49554885","1587531.10378453"
"M827.6249T717.2","827.624932066921","717.192016601562","0","0","0","0","0","68601.46646825","78047.2473206848","77445.2665935175","78664.9917572758","78223.8279122311"
"M827.6253T787.3","827.625275057393","787.333862304688","6239.2940292956","6408.52196082026","6143.73039853917","5931.64533234954","5348.86439654319","8146.83953086659","5132.80430554599","8068.10261931457","9464.9608126916","4888.36500548013"
"M827.6339T465.4","827.633939145104","465.441589355469","193.064495122209","721.762538262387","0","225.67087475452","0","8635.01114742101","8382.61353916473","7750.96941439102","8265.32313649702","8679.27358799729"
"M827.9573T509.1","827.957310830589","509.118087768555","12904.5610449983","11249.9583735352","9951.65139111324","12188.8751796033","12196.6102302526","16578.4898703295","16797.8821606564","14195.3389641441","13318.2768217793","12843.0405538372"
"M828.094T619.5","828.093955359465","619.524169921875","3544.28750063882","2896.26713505139","4120.42625383489","3542.32038779619","3676.16166992874","1282.14555314992","5540.03639973279","9180.10148329473","10897.1667350463","7671.22238198532"
